sheet_name,method,contamination,lower_threshold,upper_threshold,std_dev,metric,t_stat,p_value
Spatial1Back,threshold,0.1,0.3,1.5,2,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.1,0.3,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.1,0.3,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.1,0.4,1.5,2,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.1,0.4,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.1,0.4,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.1,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.1,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.1,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.2,0.3,1.5,2,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.2,0.3,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.2,0.3,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.2,0.4,1.5,2,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.2,0.4,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.2,0.4,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.2,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.2,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.2,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.3,0.3,1.5,2,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.3,0.3,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.3,0.3,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.3,0.4,1.5,2,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.3,0.4,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.3,0.4,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.3,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.3,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.3,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.4,0.3,1.5,2,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.4,0.3,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.4,0.3,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.4,0.4,1.5,2,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.4,0.4,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.4,0.4,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.767028273147139,0.08191778124023055
Spatial1Back,threshold,0.4,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.4,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.4,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.7467165127786972,0.08541029937863574
Spatial1Back,threshold,0.5,0.3,1.5,2,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.5,0.3,1.5,2.5,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
Spatial1Back,threshold,0.5,0.3,1.5,3.0,Reaction Time Standard Deviation (rtsd),1.943005825734864,0.05634876650654787
