sheet_name,method,contamination,lower_threshold,upper_threshold,std_dev,metric,t_stat,p_value
Number1Back,threshold,0.1,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.1,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.1,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.2,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.2,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.2,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.3,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.3,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.3,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.4,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.4,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.4,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.5,0.5,1.5,2,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.5,0.5,1.5,2.5,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
Number1Back,threshold,0.5,0.5,1.5,3.0,Reaction Time Standard Deviation (rtsd),-1.8832192279724498,0.06407819863198475
