sheet_name,method,contamination,lower_threshold,upper_threshold,std_dev,metric,t_stat,p_value
GNG,lof,0.4,0.2,1.5,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,1.5,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,1.5,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,1.8,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,1.8,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,1.8,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.0,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.0,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.0,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.2,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.2,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.2,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.5,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.5,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.2,2.5,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,1.5,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,1.5,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,1.5,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,1.8,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,1.8,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,1.8,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.0,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.0,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.0,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.2,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.2,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.2,3.0,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.5,2,Correct Rejections,-2.165071981616344,0.034002488794397726
GNG,lof,0.4,0.3,2.5,2.5,Correct Rejections,-2.165071981616344,0.034002488794397726
